StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,attention_check,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,affiliation,affiliation_4_TEXT,strong_red,strong_blue,affiliation_none,importance_aff,gender,gender_3_TEXT,age,AI timer 1_First Click,AI timer 1_Last Click,AI timer 1_Page Submit,AI timer 1_Click Count,AI Q 1,AI timer 2_First Click,AI timer 2_Last Click,AI timer 2_Page Submit,AI timer 2_Click Count,AI Q2,AI timer 3_First Click,AI timer 3_Last Click,AI timer 3_Page Submit,AI timer 3_Click Count,"AI Q 3 ",AI timer 4 _First Click,AI timer 4 _Last Click,AI timer 4 _Page Submit,AI timer 4 _Click Count,"AI Q 4 ",AI timer 5 _First Click,AI timer 5 _Last Click,AI timer 5 _Page Submit,AI timer 5 _Click Count,"AI Q 5 ",familiarity,rid,Politician,MatrixResponses
2026-01-31 13:56:45,2026-01-31 13:59:19,IP Address,185.127.48.73,100,154,True,2026-01-31 13:59:19,R_29D0ufkUCtPvNE5,,,,,57.3102,10.5013,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Delvist Uenig,Meget uenig,Meget uenig,Delvist Uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Moderat vigtig,Kvinde,,66,2.744,2.744,6.01,1,ved ikke,2.162,2.162,5.829,1,ved ikke,3.191,3.191,6.014,1,ved ikk,1.793,1.793,5.023,1,ved ikke,4.281,4.281,6.004,1,ved,Meget bekendt,697e0a15-267b-c447-0ff0-7bc2628f0905,Mette Frederiksen,"Meget uenig, Delvist Uenig"
2026-01-31 14:00:17,2026-01-31 14:01:55,IP Address,217.71.2.184,100,97,True,2026-01-31 14:01:55,R_2OGLLdLQGglvMzh,,,,,55.6769,12.5268,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Moderat vigtig,Kvinde,,29,2.561,4.593,6.115,5,,1.097,1.097,6.015,1,Pas,2.268,5.984,6.013,3,,1.626,4.776,6.115,4,,5.337,5.337,6.014,1,,Lidt bekendt,697e0aeb-641f-2ed7-8c0e-8a31223f5de9,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig"
2026-01-31 13:59:42,2026-01-31 14:02:01,IP Address,77.241.136.140,100,139,True,2026-01-31 14:02:02,R_8s13qEkREqOGfXp,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Kvinde,,30,0.736,0.736,5.5,1,65,0.849,1.646,4.527,3,2000,0.673,2.956,6.115,2,2 mil,0.045,2.363,4,3,Hhs,1.12,1.12,4.768,1,3,Moderat bekendt,697e0ac8-7c57-27bd-fc64-0cfdebd8948a,Troels Lund Poulsen,Hverken enig eller uenig
2026-01-31 13:58:14,2026-01-31 14:02:02,IP Address,152.115.86.131,100,228,True,2026-01-31 14:02:02,R_8ceC6AmtZ9qV1nK,,,,,55.6765,12.577,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Mand,,25,2.593,5.027,6.013,4,,1.962,1.962,6.012,1,30000,0.884,5.383,6.011,5,30018288888,2.689,4.723,5.225,2,628,2.452,2.452,5.131,1,63926,Lidt bekendt,697e0a6e-963c-b6ad-cdf5-f4b8749d06fe,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig"
2026-01-31 14:00:02,2026-01-31 14:03:51,IP Address,87.104.65.241,100,229,True,2026-01-31 14:03:51,R_2rNBPrtP28A2thU,,,,,56.116,10.1799,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Meget uenig,Blå blok,,,Stærkt tilknyttet,,Ekstremt vigtig,Mand,,72,4.557,4.557,6.113,1,v,0,0,6.117,0,,0.79,0.79,5.193,1,278,4.013,4.013,6.024,1,3,3.861,3.861,6.121,1,,Meget bekendt,697e0adb-7cba-6e63-8a25-f0641545e731,Mette Frederiksen,"Delvist enig, Delvist Uenig, Hverken enig eller uenig, Meget uenig"
2026-01-31 14:01:26,2026-01-31 14:03:57,IP Address,91.226.144.7,100,151,True,2026-01-31 14:03:58,R_2GNgXaxe2VKm0KR,,,,,55.6769,12.5268,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget enig,Hverken enig eller uenig,Meget enig,Delvist enig,Delvist enig,Meget enig,Meget enig,Meget enig,Meget enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Slet ikke vigtig,Mand,,58,2.5,2.5,6.016,1,,0,0,6.01,0,,0,0,6.112,0,,0,0,6.011,0,,0,0,6.012,0,,Moderat bekendt,697e0b28-45e8-dd07-2053-4d90cd4561f4,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig, Meget enig"
2026-01-31 14:02:31,2026-01-31 14:04:16,IP Address,37.96.112.45,100,104,True,2026-01-31 14:04:16,R_2trrwMHy5VPZ9o1,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Meget enig,Delvist enig,Meget enig,Meget enig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Mand,,26,2.555,2.7,4.884,2,33,0.979,1.627,3.402,3,400,0.542,1.36,5.885,3,22 millioner,1.849,4.989,5.653,3,46,1.768,1.768,5.245,1,33,Ekstremt bekendt,697e0b71-6826-6bf3-6811-3c896040ceb2,Mette Frederiksen,"Delvist enig, Meget enig"
2026-01-31 14:03:22,2026-01-31 14:05:27,IP Address,80.208.67.21,100,124,True,2026-01-31 14:05:27,R_8oqj2x1pnO1gJu9,,,,,55.4467,11.8076,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Lidt vigtig,Kvinde,,29,2.262,2.262,5.677,1,50000,1.064,1.649,6.012,3,5000,1.333,2.31,6.11,3,2000000,1.466,4.815,6.01,3,,1.189,2.732,6.008,3,10000,Moderat bekendt,697e0ba4-1358-3181-071f-94a519f24d4c,Troels Lund Poulsen,"Delvist enig, Delvist Uenig, Hverken enig eller uenig"
2026-01-31 12:25:21,2026-01-31 14:06:24,IP Address,37.96.118.149,100,6063,True,2026-01-31 14:06:25,R_8fwkvpK9mrjTCXN,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Mand,,39,4.917,4.917,6.011,1,,0,0,6.012,0,,0,0,6.013,0,,0,0,6.015,0,,0,0,6.112,0,,Meget bekendt,697df4a7-ac12-adab-0819-3cb57c28215b,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig, Delvist enig"
2026-01-31 14:10:27,2026-01-31 14:13:46,IP Address,87.49.42.180,100,199,True,2026-01-31 14:13:47,R_8hEehnuIW2Iu8tT,,,,,55.7123,12.0564,anonymous,EN-GB,0.4000000059604645,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget enig,Delvist enig,Meget enig,Delvist enig,Meget enig,Meget enig,Hverken enig eller uenig,Meget enig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Mand,,63,4.001,4.001,6.026,1,,2.708,2.708,6.022,1,3,0.361,1.578,6.126,2,,2.306,2.306,6.028,1,,3.299,3.299,6.028,1,,Ekstremt bekendt,697e0d4c-070b-2e0d-88b3-45ae62dd91b2,Troels Lund Poulsen,"Delvist enig, Meget enig, Hverken enig eller uenig"
2026-01-31 14:17:38,2026-01-31 14:19:24,IP Address,80.62.117.16,100,106,True,2026-01-31 14:19:24,R_81guf7rdIvBM3qW,,,,,55.7123,12.0564,anonymous,EN-GB,0.699999988079071,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Delvist enig,Meget enig,Delvist enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Kvinde,,34,2.181,5.974,6.007,3,,0.775,5.219,5.233,4,1000,1.656,2.542,6.015,2,,0,0,1.766,0,,2.319,3.807,6.014,3,9,Moderat bekendt,697e0efc-fd74-4f7f-aea9-0bfb696dc11d,Mette Frederiksen,"Delvist enig, Meget enig"
2026-01-31 14:17:51,2026-01-31 14:21:02,IP Address,217.71.0.183,100,191,True,2026-01-31 14:21:03,R_2jTEelNyIFTZJUk,,,,,55.7056,12.5683,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget uenig,Meget uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Meget uenig,Delvist Uenig,Meget uenig,Hverken enig eller uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Meget vigtig,Mand,,53,0,0,6.107,0,,0,0,6.005,0,,0.543,0.543,6.027,1,?,0,0,2.032,0,,0,0,6.005,0,,Moderat bekendt,697e0f0a-4c34-cab0-1b15-2a35d818e32a,Troels Lund Poulsen,"Hverken enig eller uenig, Meget uenig, Delvist Uenig"
2026-01-31 14:25:44,2026-01-31 14:28:01,IP Address,93.90.9.238,100,137,True,2026-01-31 14:28:02,R_2ZKPj70qRjgXQlk,,,,,55.3596,10.3357,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist Uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Slet ikke vigtig,Kvinde,,45,3.435,3.435,6.025,1,5000,2.759,2.759,6.01,1,25,2.237,2.237,5.488,1,1000000000,2.37,2.37,3.901,1,3,2.288,2.288,4.72,1,10000,Lidt bekendt,697e10e1-37e7-817a-58bd-7210e0a88c89,Mette Frederiksen,"Delvist Uenig, Delvist enig, Hverken enig eller uenig"
2026-01-31 14:29:44,2026-01-31 14:32:32,IP Address,90.184.1.155,100,168,True,2026-01-31 14:32:33,R_2F51AiGU7ylIY3y,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Hverken enig eller uenig,Meget enig,Delvist enig,Meget enig,Meget enig,Meget enig,Delvist enig,Meget enig,Ingen af delene,,,,Ingen af delene,Moderat vigtig,Kvinde,,22,0.951,4.743,6.009,3,,1.163,2.481,6.01,2,100,1.288,3.779,6.008,2,,4.032,4.032,6.009,1,2,3.855,3.855,6.01,1,10000,Meget bekendt,697e11d2-0372-f0c5-68a8-a7fc88bcc570,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Meget enig"
2026-01-31 14:43:07,2026-01-31 14:45:54,IP Address,62.107.21.84,100,167,True,2026-01-31 14:45:54,R_8li4h6PxuNCpxKb,,,,,55.6769,12.5268,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Delvist Uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Ingen af delene,,,,Tættest på rød blok,Slet ikke vigtig,Kvinde,,49,3.85,3.85,6.02,1,,3.843,3.843,6.008,1,Mang,5.179,5.179,6.111,1,,4.51,4.51,6.009,1,V,3.884,3.884,6.117,1,Ve,Lidt bekendt,697e14f3-4d1a-6bc5-a142-0a68fc9a686f,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig"
2026-01-31 14:45:02,2026-01-31 14:48:06,IP Address,212.27.16.95,100,184,True,2026-01-31 14:48:07,R_2mrrc8Z1c5kYgzN,,,,,55.674,12.5696,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Ingen af delene,Meget vigtig,Kvinde,,41,1.626,3.389,6.023,2,,4.744,4.744,6.117,1,,2.901,5.727,6.013,2,,0,0,6.118,0,,0,0,6.119,0,,Lidt bekendt,697e1568-bd43-eaa6-abf2-42a72136c8db,Troels Lund Poulsen,Hverken enig eller uenig
2026-01-31 14:59:10,2026-01-31 15:01:38,IP Address,109.56.78.154,100,148,True,2026-01-31 15:01:39,R_8is9nKGVoiMClrZ,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Mand,,67,1.861,1.861,5.562,1,-,2.205,3.35,6.009,2,"
-",0,0,0.977,0,,1.558,1.558,2.788,1,-,0.845,1.802,2.149,2,-,Lidt bekendt,697e18b6-6ea1-4819-5721-f19bc9ae9ea8,Mette Frederiksen,Delvist Uenig
2026-01-31 15:11:16,2026-01-31 15:13:36,IP Address,62.198.134.1,100,140,True,2026-01-31 15:13:37,R_2laeV0UioJjylMt,,,,,55.6922,12.5478,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Mand,,59,2.843,2.843,6.012,1,5000,1.76,3.782,6.014,3,,2.713,2.713,6.01,1,4 mil,2.465,2.465,5.202,1,5,2.811,2.811,6.012,1,4000,Moderat bekendt,697e1b8d-45f3-12b1-3662-5ae143e87e26,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig"
2026-01-31 15:12:28,2026-01-31 15:14:46,IP Address,86.52.97.251,100,138,True,2026-01-31 15:14:47,R_2JfqGCgv8PWteV3,,,,,56.0709,12.563,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Kvinde,,54,5.371,5.371,6.042,1,,2.501,2.501,6.116,1,1,2.196,2.196,6.126,1,6000,2.601,2.601,6.038,1,0,3.401,3.401,6.132,1,4,Ekstremt bekendt,697e1bd5-e1d4-594b-aa7e-a9318a7e9f9b,Troels Lund Poulsen,Hverken enig eller uenig
2026-01-31 15:15:01,2026-01-31 15:17:41,IP Address,109.59.208.157,100,160,True,2026-01-31 15:17:42,R_29ccda4HYGV0Vte,,,,,55.674,12.5696,anonymous,EN-GB,0.699999988079071,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Ingen af delene,,,,Tættest på rød blok,Lidt vigtig,Mand,,46,1.802,1.802,6.054,1,3000000åå,0.346,2.301,6.042,2,100000,3.6,3.6,6.14,1,3000000,5.101,5.101,6.035,1,,3.301,3.301,6.043,1,4000,Moderat bekendt,697e1c6e-556e-0ef1-4ad3-2aa6b9ef9344,Mette Frederiksen,Meget uenig
2026-01-31 15:16:14,2026-01-31 15:19:28,IP Address,109.56.62.184,100,193,True,2026-01-31 15:19:28,R_2dv4zwk0V0tJXP3,,,,,55.7056,12.5683,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Ingen af delene,,,,Tættest på blå blok,Meget vigtig,Kvinde,,57,0,0,6.006,0,,5.176,5.176,6.104,1,,5.233,5.233,6.014,1,,5.06,5.06,6.105,1,,3.563,3.563,6.105,1,1,Lidt bekendt,697e1cb7-3063-274b-e7b9-eef5433ac7ea,Mette Frederiksen,"Meget uenig, Hverken enig eller uenig"
2026-01-31 15:18:36,2026-01-31 15:21:39,IP Address,195.41.29.40,100,183,True,2026-01-31 15:21:39,R_8rw9otMwSaGGvDj,,,,,55.7327,12.3656,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Blå blok,,,Stærkt tilknyttet,,Meget vigtig,Mand,,49,4.227,4.227,6.112,1,,2.414,2.414,6.011,1,,2.34,2.34,5.999,1,6,4.204,4.204,6.012,1,,3.97,3.97,6.012,1,,Meget bekendt,697e1d46-0a14-e67b-0db1-a547afcf8240,Troels Lund Poulsen,Meget enig
2026-01-31 15:29:44,2026-01-31 15:32:31,IP Address,37.96.90.113,100,166,True,2026-01-31 15:32:31,R_2gmWDTzikwd9Qdj,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist Uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Blå blok,,,Stærkt tilknyttet,,Lidt vigtig,Mand,,46,1.662,3.894,6.012,5,,1.492,1.976,5.493,2,50,2.916,2.916,6.017,1,1000,3.605,3.605,6.018,1,0,2.839,2.839,6.129,1,3000,Meget bekendt,697e1fe2-11ce-d6c3-5ca6-d1de66822596,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig"
2026-01-31 15:30:20,2026-01-31 15:34:23,IP Address,212.112.154.96,100,242,True,2026-01-31 15:34:24,R_2gosRFND1toDbJB,,,,,55.2422,9.5244,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Delvist enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Mand,,69,0,0,6.12,0,,1.915,1.915,6.018,1,Ved i,0,0,6.124,0,,0,0,6.123,0,,0,0,6.021,0,,Meget bekendt,697e2006-0f6b-1492-0942-84a7858f1131,Mette Frederiksen,"Meget enig, Delvist enig"
2026-01-31 15:33:25,2026-01-31 15:35:51,IP Address,37.96.29.204,100,145,True,2026-01-31 15:35:52,R_2feg1HUqQrsbUtc,,,,,55.7082,9.5299,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Meget enig,Meget enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Ingen af delene,,,,Ingen af delene,Lidt vigtig,Kvinde,,22,1.36,3.199,6.009,2,65,1.432,1.886,6.009,2,500,1.075,2.195,6.053,2,69,1.107,2.828,5.344,3,8,2.338,4.118,6.109,3,27,Meget bekendt,697e20bf-5316-6130-9f15-ddf7979da52d,Mette Frederiksen,"Delvist enig, Meget enig, Hverken enig eller uenig"
2026-01-31 15:32:09,2026-01-31 15:38:20,IP Address,185.94.105.55,100,370,True,2026-01-31 15:38:20,R_8lPPK5Wbvv4TXFv,,,,,55.3982,10.4014,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist enig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Meget enig,Meget enig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Kvinde,,60,4.203,4.203,6.013,1,,4.431,4.431,6.012,1,,5.038,5.37,6.011,2,,2.281,4.032,6.109,2,,2.8,2.8,6.015,1,,Lidt bekendt,697e2073-e7fb-5de5-f6ab-490dcdf08ce3,Troels Lund Poulsen,"Delvist enig, Meget enig"
2026-01-31 15:36:03,2026-01-31 15:38:42,IP Address,109.56.192.21,100,159,True,2026-01-31 15:38:43,R_8MS7Nrffg4jvfqx,,,,,55.6523,12.0805,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist Uenig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Mand,,65,3.555,3.555,6.013,1,ved ikke,0,0,1.06,0,,5.331,5.331,6.013,1,,2.977,2.977,6.015,1,millioner,5.321,5.321,6.128,1,,Moderat bekendt,697e215c-a568-ce1d-e189-75aa021f4436,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig, Delvist enig"
2026-01-31 15:45:59,2026-01-31 15:48:24,IP Address,212.97.237.171,100,145,True,2026-01-31 15:48:24,R_8JfkUBweK6n2euI,,,,,55.3982,10.4014,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Mand,,67,2.91,2.91,6.119,1,"ved ",3.229,3.229,6.119,1,ved ik,3.206,3.206,6.018,1,"ved ",4.191,4.191,6.017,1,"ved ",3.679,3.679,6.118,1,ved i,Lidt bekendt,697e23b1-6e7a-ff79-3b1e-eee5862b57c5,Mette Frederiksen,Hverken enig eller uenig
2026-01-31 15:52:23,2026-01-31 15:55:07,IP Address,91.100.54.12,100,163,True,2026-01-31 15:55:07,R_8KORZN7XiGpSrap,,,,,55.6922,12.5478,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Delvist Uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Moderat vigtig,Mand,,28,1.114,3.359,6.125,4,,1.188,3.219,6.009,2,4000,1.016,1.95,4.87,2,2000,2.416,2.9,6.039,2,500,2.941,3.607,6.016,2,800,Meget bekendt,697e2531-e092-592e-887f-b12132806384,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig"
2026-01-31 15:54:33,2026-01-31 15:56:14,IP Address,90.184.136.226,100,101,True,2026-01-31 15:56:15,R_2iswckhjULOl65f,,,,,55.3261,10.7816,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Slet ikke vigtig,Mand,,49,2.435,2.435,5.65,1,pas,1.429,1.429,3.901,1,pas,1.361,1.361,4.681,1,pas,2.182,2.182,6.006,1,aner det ikke,1.834,1.834,5.689,1,pas,Meget bekendt,697e25b3-fc5d-a620-2fe6-496e91d557a6,Mette Frederiksen,Meget uenig
2026-01-31 15:54:13,2026-01-31 15:56:25,IP Address,87.49.43.81,100,132,True,2026-01-31 15:56:26,R_24j7sdkx7kDmLRW,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget uenig,Meget uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Mand,,41,2.293,2.293,5.954,1,100,1.723,1.723,4.835,1,5000,1.456,2.424,6.015,3,60 år,1.406,1.406,5.733,1,85,2.739,3.205,6.13,2,20000000,Moderat bekendt,697e259e-4266-4599-c242-436c69f9ed4b,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig, Meget uenig"
2026-01-31 15:57:58,2026-01-31 16:00:26,IP Address,176.23.95.180,100,147,True,2026-01-31 16:00:26,R_2CIovqmx1kFfOLf,,,,,56.0882,10.0522,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Blå blok,,,Stærkt tilknyttet,,Lidt vigtig,Mand,,67,2.996,2.996,6.011,1,5000000,2.745,2.745,6.007,1,1600,0,0,6.009,0,,5.632,5.632,6.012,1,,5.023,5.023,6.01,1,,Moderat bekendt,697e2680-333a-8238-5cb0-73fb6f09c2ca,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig"
2026-01-31 15:58:10,2026-01-31 16:00:53,IP Address,80.164.71.249,100,163,True,2026-01-31 16:00:53,R_8OEASrfhxh4gjRf,,,,,55.9741,12.0265,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Hverken enig eller uenig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Mand,,74,1.988,1.988,6.005,1,60000,1.326,1.326,6.003,1,10000,0,0,6.106,0,,1.34,1.34,6.005,1,0,1.611,1.611,5.567,1,10,Ekstremt bekendt,697e268c-678d-b678-dad7-c514fe852a35,Mette Frederiksen,"Delvist enig, Meget enig, Hverken enig eller uenig"
